题号    四则运算式子
3308     3 － (1 ＋ 9) ÷ 4 ＝ 
3309     5 ＋ 8 × (2 ＋ 0) ＝ 
3310     (5 － 0) ÷ (2 ＋ 6) ＝ 
3311     (8 － 4) × (9 － 2) ＝ 
3312     1/2 ＋ 7 － 5 ÷ 7 ＝ 
3313     2 ＋ (1'3/7 ＋ 1) ＋ 1 ＝ 
3314     5 × (0 × 4) ＋ 8 ＝ 
3315     (8 ＋ 4 ＋ 4) × 1 ＝ 
3316     (2 ＋ 7) × (1 ＋ 5) ＝ 
3317     0 × (8 ＋ 5 ＋ 3) ＝ 
3318     1 ÷ (0 ＋ (1'3/7 － 1)) ＝ 
3319     0 ＋ 9 ＋ 0 － 3 ＝ 
3320     (7 ＋ 1) × 7 ＋ 1 ＝ 
3321     2 ÷ (9 － 2 － 5) ＝ 
3322     2 ＋ (8 － 8) － 1'2/3 ＝ 
3323     2/3 ÷ (2 ＋ (3 ＋ 3)) ＝ 
3324     (6 ＋ (1'1/3 ＋ 5/6)) ÷ 2 ＝ 
3325     (2 ＋ 4/9 ＋ 6) ÷ 9 ＝ 
3326     8 ＋ (2 ＋ 1) × 6 ＝ 
3327     9 － (5 ＋ 3) ÷ 4 ＝ 
3328     (0 ＋ 5) × 8 － 0 ＝ 
3329     9 ＋ 8 ＋ (7 － 3) ＝ 
3330     9 ＋ 1 ＋ (3'1/3 ＋ 0) ＝ 
3331     7 × (7 × 4 ÷ 9) ＝ 
3332     (4/5 ＋ 7) × 9 ＋ 6 ＝ 
3333     3'1/3 ＋ (5 － 5 ÷ 4) ＝ 
3334     4 ÷ (1/4 × (7 － 3)) ＝ 
3335     (6 ＋ 7 × 4/9) × 10 ＝ 
3336     2 ÷ 1'1/2 ＋ (9 ＋ 4) ＝ 
3337     (4 ＋ 8/9 － 0) × 9 ＝ 
3338     6 ＋ 8 × 4/9 － 3 ＝ 
3339     (4'1/2 ＋ (6 ＋ 6)) × 4 ＝ 
3340     1'1/9 × 8 ÷ (3 × 2) ＝ 
3341     6 ＋ 3 ＋ 1'1/2 － 5 ＝ 
3342     8 ÷ 7 ÷ (1 ÷ 1) ＝ 
3343     9 × (6 ÷ (5 － 1/6)) ＝ 
3344     1 × (7 × 1 ＋ 9) ＝ 
3345     9 × 6 ＋ 1 ÷ 8 ＝ 
3346     7 ＋ (1 － 7/8 × 1) ＝ 
3347     5/9 ÷ 5/8 ＋ 5 ＋ 3/4 ＝ 
3348     (1 － 1/3) ÷ (9 － 2) ＝ 
3349     8 ÷ 9 ÷ (9 ÷ 8) ＝ 
3350     5 ÷ 5 ＋ 1'1/6 ＋ 0 ＝ 
3351     1 ＋ (4 ＋ 2 － 2) ＝ 
3352     (3 － 1 ÷ 6) ÷ 8 ＝ 
3353     (8 － 0) ÷ (1/4 ＋ 4) ＝ 
3354     2 ＋ 2 ＋ 6 － 9 ＝ 
3355     1 × 4 × (7/10 × 6) ＝ 
3356     0 × (9 ＋ 6 × 7) ＝ 
3357     4 ＋ 1 － 2 ÷ 5 ＝ 
3358     1 － 0 × 8 ＋ 0 ＝ 
3359     4 ＋ (3 － 0 ＋ 3) ＝ 
3360     1 ＋ 9 ＋ (5 ＋ 4/9) ＝ 
3361     5 ÷ (5/7 × 4 ÷ 9) ＝ 
3362     (6 － 4 ＋ 7/9) × 5 ＝ 
3363     (8 － 1) ÷ (1 ＋ 1) ＝ 
3364     (1/3 ＋ 9 ÷ 7) ÷ 3 ＝ 
3365     5 ＋ 5 × (4 ＋ 7/8) ＝ 
3366     (6 － 5) × (1 ＋ 4) ＝ 
3367     9 ＋ (7 ＋ 3) × 2 ＝ 
3368     (4 ＋ 1/2 ＋ 8) ÷ 1 ＝ 
3369     1 ＋ 8 ＋ 7 － 5/7 ＝ 
3370     (5 － 0) × (5 × 0) ＝ 
3371     1 ＋ 5 ÷ (9 ＋ 7) ＝ 
3372     (5 － 2) × 6 ÷ 1/7 ＝ 
3373     3 ＋ 3'1/2 × 1 － 3 ＝ 
3374     1 － 7/8 ＋ (3/5 ＋ 5) ＝ 
3375     8 ＋ 4/5 ＋ 1 ÷ 4 ＝ 
3376     (1/7 － 0 × 5) ÷ 5 ＝ 
3377     7 ＋ (9/10 － 5 ÷ 6) ＝ 
3378     1 ÷ 4 ＋ 7 × 3 ＝ 
3379     1 × (9 － 2'1/4 ＋ 4) ＝ 
3380     4 － (4 － (1'1/5 ＋ 2)) ＝ 
3381     6/7 ÷ 9 ＋ (9 － 3) ＝ 
3382     (7 ＋ 1) × (4 － 7/9) ＝ 
3383     (6 ＋ 9 － 1'1/6) × 1 ＝ 
3384     8 － (6/7 － 0 × 4) ＝ 
3385     5 ＋ 2 ＋ 5 ÷ 4 ＝ 
3386     (1 ÷ 2 ＋ 4) × 6 ＝ 
3387     5 ＋ (1/8 ＋ (7 ＋ 1)) ＝ 
3388     (9 ＋ 2) ÷ (8 ＋ 6) ＝ 
3389     4 － 0 ＋ (1'3/5 － 1) ＝ 
3390     (3 － 1) ÷ (0 ＋ 7) ＝ 
3391     3 ＋ 3 ＋ (8 － 7) ＝ 
3392     3 ＋ 7 － 0 × 9 ＝ 
3393     (9 － 2/5 ÷ 5) ÷ 1 ＝ 
3394     1 ÷ (2 － 1) － 0 ＝ 
3395     (9 ÷ 4 ＋ 3'1/2) × 0 ＝ 
3396     1/3 ＋ (1 － 1) ＋ 1 ＝ 
3397     7 ＋ (2 × 7 ＋ 1) ＝ 
3398     3/8 － 2 ÷ (8 － 2'2/3) ＝ 
3399     (5 ÷ 3 － 1) ÷ 1 ＝ 
3400     (8 ＋ 7/8 × 2) ÷ 8 ＝ 
3401     0 ＋ 7 ＋ 0 ÷ 8 ＝ 
3402     (2 － 0) × (1 ＋ 3) ＝ 
3403     8 × (5 ＋ 9 × 2) ＝ 
3404     (8 ＋ 1) ÷ (1 ＋ 4) ＝ 
3405     3 × 1 ÷ (4 ＋ 8) ＝ 
3406     5 × 3 × (4 ＋ 5) ＝ 
3407     (6 － 1/3) × 4 － 1/2 ＝ 
3408     7 × 3 ＋ 4 ＋ 0 ＝ 
3409     1 × 1 ÷ (3 ＋ 9) ＝ 
3410     2 × 7 × 4 ÷ 2 ＝ 
3411     (3 － 2/3 × 1'2/7) ÷ 3 ＝ 
3412     0 × (1'1/4 ÷ (1 ÷ 3)) ＝ 
3413     (3 ＋ 2/3) ÷ (2 ＋ 0) ＝ 
3414     (2 ＋ 7) ÷ (3 × 3) ＝ 
3415     1/4 × (9 ÷ (5 × 2)) ＝ 
3416     8 ÷ (1'1/6 － 3/4 ÷ 2) ＝ 
3417     7 ＋ (2 ＋ (9/10 ＋ 5/9)) ＝ 
3418     (4 ＋ (3/5 ＋ 9)) ÷ 5 ＝ 
3419     1'1/9 × (1'3/5 ＋ 7) × 3'1/3 ＝ 
3420     (9 － 7 ÷ 8) × 1'4/5 ＝ 
3421     (4 ＋ 1 ÷ 1) × 2/3 ＝ 
3422     8 － 2 － 6 ＋ 1 ＝ 
3423     8 ÷ (3 ＋ 4 － 2'2/3) ＝ 
3424     3 × (1/4 ＋ 6 × 2) ＝ 
3425     (1/3 － 0) × 0 × 6 ＝ 
3426     (5 × 6 － 2) × 5 ＝ 
3427     7 ＋ (0 ＋ 5 ＋ 8) ＝ 
3428     0 ＋ 6 － 3 ＋ 1 ＝ 
3429     (0 ＋ 7) × (7 ＋ 6) ＝ 
3430     (0 ＋ 1) ÷ (9/10 ＋ 2) ＝ 
3431     9 ＋ (4 ＋ 9) × 7 ＝ 
3432     1'2/3 ＋ (8 ＋ 3) － 4 ＝ 
3433     8 ＋ 3/5 － (1 ＋ 5) ＝ 
3434     8 ＋ (6 － 2) ＋ 9 ＝ 
3435     3 ÷ (6 × (4 － 3)) ＝ 
3436     5 ÷ (1'1/4 × (9 ÷ 3)) ＝ 
3437     0 × ((2 ＋ 1'2/5) × 2) ＝ 
3438     (3 ＋ 6 － 5) × 0 ＝ 
3439     4 ＋ 8 × 1 ＋ 0 ＝ 
3440     (4 ＋ 0 ＋ 1) ÷ 2 ＝ 
3441     (7 ＋ 1/5) × 3 × 3 ＝ 
3442     2 × (8 ＋ 6 － 3) ＝ 
3443     9 × 3 ＋ (1/9 ＋ 8) ＝ 
3444     3 ＋ (9 ÷ 1 ＋ 5) ＝ 
3445     9 × 4 － 5 － 1/6 ＝ 
3446     8 ＋ 2 ＋ 0 × 4/5 ＝ 
3447     5 － 1 × 4/7 × 2 ＝ 
3448     5 ＋ 8 ÷ 1'2/7 － 9 ＝ 
3449     2 ＋ (8 － 7) ÷ 9 ＝ 
3450     9 ＋ (4 － 3) ÷ 3 ＝ 
3451     6 ＋ (8 ÷ 1 ＋ 7) ＝ 
3452     (3'1/2 ＋ 4) ÷ (9 ＋ 0) ＝ 
3453     (9 ＋ 8) × (5 － 1) ＝ 
3454     2 ÷ 7/10 × (4 ＋ 5) ＝ 
3455     (2 ＋ 4) × 6 － 8 ＝ 
3456     (0 ＋ 6) × (4 ＋ 1'1/4) ＝ 
3457     (8 － 0) ÷ (4 × 8) ＝ 
3458     8 ÷ 4 × (8/9 ÷ 1/10) ＝ 
3459     3/5 ＋ 0 － (9 － 9) ＝ 
3460     9 － 1'1/9 ＋ 6 ÷ 6 ＝ 
3461     (5 － 1 ÷ 2) ÷ 3 ＝ 
3462     (0 ＋ 0) ÷ (3 ＋ 7) ＝ 
3463     (1 ＋ 6) × (4 ÷ 2) ＝ 
3464     5 × 8 × 3 ＋ 2 ＝ 
3465     4 ＋ (3 ＋ 1'1/4) ＋ 1'1/9 ＝ 
3466     7/9 ÷ (2 ＋ 2 ＋ 2/3) ＝ 
3467     0 × (6 × 6) ÷ 6 ＝ 
3468     (7 － 2 ＋ 9) ÷ 5/9 ＝ 
3469     (0 × 0 ＋ 5) × 3 ＝ 
3470     6 ÷ 2 × 5 － 1'4/5 ＝ 
3471     5 ÷ 1'3/4 ÷ 4 × 6 ＝ 
3472     1/4 ＋ 4 － 7 ÷ 7 ＝ 
3473     (8 ＋ (2 － 0)) ÷ 3 ＝ 
3474     1 ＋ (7 ＋ 9) ÷ 1/2 ＝ 
3475     (9 ＋ (7 ＋ 1/6)) ÷ 1'1/3 ＝ 
3476     (1 ＋ (9 － 3/5)) ÷ 1 ＝ 
3477     5 × 9 × 6 ＋ 7 ＝ 
3478     (6 ＋ 0) ÷ (4/5 × 3) ＝ 
3479     5 ÷ 8/9 × 6 ÷ 3 ＝ 
3480     4 － 8 ÷ 8 ＋ 7/9 ＝ 
3481     8 － 5 ＋ 1 ÷ 1 ＝ 
3482     (6 － 1) ÷ 3 ＋ 1 ＝ 
3483     9 ＋ (9/10 ＋ (5 － 0)) ＝ 
3484     6 × 0 ＋ 8 ＋ 4 ＝ 
3485     2 ＋ 1'1/5 ＋ 8 ＋ 8 ＝ 
3486     5 ＋ 7 ＋ (3 ＋ 7/8) ＝ 
3487     0 × 9 ＋ (0 ＋ 6) ＝ 
3488     5 ÷ (1 ÷ 9) ÷ 3 ＝ 
3489     5 ＋ 3 － (3 － 2'1/4) ＝ 
3490     2 × 10 × (8 － 1) ＝ 
3491     7 ＋ 7/8 － (3 ＋ 4) ＝ 
3492     9 ÷ (8 × (9 ÷ 4)) ＝ 
3493     (5 － 1'1/9 × 1) ÷ 9 ＝ 
3494     7 ＋ (4 ＋ 7 ＋ 2) ＝ 
3495     9 ÷ 3/8 ＋ 1 ＋ 7 ＝ 
3496     2 ＋ 5 － 5/6 ＋ 3/7 ＝ 
3497     0 ÷ (4 × 2) ＋ 3 ＝ 
3498     5 － (9 － 8) － 1/9 ＝ 
3499     8 － (1'4/5 ＋ 6) ÷ 9 ＝ 
3500     (6 ＋ 5 ＋ 2) ÷ 3 ＝ 
3501     (8 ÷ 4 － 2) × 7 ＝ 
3502     0 － 0 × (7 ＋ 3/5) ＝ 
3503     1 ＋ (0 ÷ 6 ＋ 1'1/3) ＝ 
3504     8 ＋ (3 － 4 ÷ 5) ＝ 
3505     5 ＋ 2 － (3 ＋ 0) ＝ 
3506     2 ＋ 1 ＋ 5 ＋ 1 ＝ 
3507     1 － 1 ＋ (2 － 1) ＝ 
3508     1 ＋ 7 － 2 ＋ 6 ＝ 
3509     7 × 2 ÷ (6 ÷ 2/9) ＝ 
3510     1 ＋ (7 － (7/10 ＋ 1)) ＝ 
3511     0 ＋ 6 × (5 ÷ 3'1/3) ＝ 
3512     2 ＋ (9 ＋ 0 ＋ 1/2) ＝ 
3513     5 × 5 － (9 － 0) ＝ 
3514     8 ÷ (8 ＋ 1 × 8) ＝ 
3515     5 × (5 ＋ 0) × 5 ＝ 
3516     (6 － 4) × (7 ＋ 2) ＝ 
3517     6 － 2/3 ＋ 1/4 ＋ 4 ＝ 
3518     1 ＋ 9 － (9 － 5) ＝ 
3519     (9 ＋ 3 ÷ 6) × 2 ＝ 
3520     4 ＋ 5 － 2 ＋ 2 ＝ 
3521     7 ＋ 1'1/3 × (2 ＋ 1) ＝ 
3522     3 × (7 － 4 ÷ 1) ＝ 
3523     2 ＋ (9 － 7 ＋ 6) ＝ 
3524     1 ÷ (1 × 5) ＋ 8 ＝ 
3525     3 ÷ 2 ＋ 1 ÷ 1'1/4 ＝ 
3526     1 × (8 ＋ 2/3) ÷ 9 ＝ 
3527     4 － 6 × 2 ÷ 4 ＝ 
3528     7 ＋ 2 × 9 × 5 ＝ 
3529     9 － 1/2 ÷ 8 － 1 ＝ 
3530     (5 ＋ (5 － 1'1/3)) × 5 ＝ 
3531     8 × 4/7 ÷ (8 ＋ 6) ＝ 
3532     5 × (5 ＋ (9 ＋ 4)) ＝ 
3533     4 × (3 ÷ 8) ÷ 3 ＝ 
3534     0 ＋ (2/3 ＋ 5 ＋ 9) ＝ 
3535     (8 ＋ 8 × 7) ÷ 9 ＝ 
3536     (2 ＋ 4) × (6 － 6) ＝ 
3537     3 ÷ 4 ＋ 6 × 7 ＝ 
3538     (2 － 3/5) × 5 × 4 ＝ 
3539     3 × (6 ＋ (6 ＋ 8)) ＝ 
3540     7 × (3 － 6 × 1/9) ＝ 
3541     2 ÷ (7 ÷ (8 ＋ 9/10)) ＝ 
3542     6 × 3 － 4 ÷ 9 ＝ 
3543     (4 － 1) ÷ 2 × 1'2/5 ＝ 
3544     9 × (7/8 × 0) × 3'1/3 ＝ 
3545     8 × (2'1/2 × (0 ＋ 1)) ＝ 
3546     1 × 2 ÷ (8 ＋ 1/2) ＝ 
3547     1 ÷ 2 － 9 × 0 ＝ 
3548     8 － (2/9 － 0) ÷ 6 ＝ 
3549     9 ÷ (7 － 5) ＋ 5/7 ＝ 
3550     (2'1/2 ＋ 2 ＋ 9) ÷ 5 ＝ 
3551     6 × 6 × (1 ＋ 4) ＝ 
3552     6 － (1 － 0 × 5) ＝ 
3553     5 ＋ 2 － 3 ＋ 1/8 ＝ 
3554     4 － 1 － 0 ÷ 9 ＝ 
3555     5/7 × 6 ＋ 3 ÷ 1 ＝ 
3556     5 × 5 ÷ (2 ＋ 7) ＝ 
3557     (7 － 2 ＋ 8) × 9 ＝ 
3558     9 ÷ 4 ＋ 1 × 8 ＝ 
3559     7 × (7 － 1/6 － 3/8) ＝ 
3560     4 ÷ 3 ＋ (5 ＋ 6) ＝ 
3561     5 ÷ 4 ＋ (6 ＋ 7) ＝ 
3562     5 × 3'1/3 － 9 ÷ 5 ＝ 
3563     5 × 1/2 × (3 ＋ 9) ＝ 
3564     4 × (8 ＋ (1'4/5 － 9/10)) ＝ 
3565     (2 － 1) × (0 × 4) ＝ 
3566     1 × ((8 － 4) ÷ 1) ＝ 
3567     6 ÷ 1 － 3 ＋ 3 ＝ 
3568     (1/8 ＋ 7) × (8 × 9) ＝ 
3569     (2 ＋ (5 ＋ 1'3/5)) ÷ 6 ＝ 
3570     1 × 7 × (7 ＋ 8) ＝ 
3571     5 ＋ 7 － 3/8 ＋ 2 ＝ 
3572     6 ÷ ((2 － 0) ÷ 5) ＝ 
3573     (6 － 1) ÷ (6 － 1) ＝ 
3574     5 ＋ (3 － 1) × 9 ＝ 
3575     1 × 4 － (4 － 5/9) ＝ 
3576     (1/4 ＋ 1) ÷ (9 － 6) ＝ 
3577     (0 ＋ 4 － 1) ÷ 2'1/2 ＝ 
3578     1 × 2 － (3 － 2) ＝ 
3579     (4 ÷ 3/7 － 0) ÷ 1 ＝ 
3580     8 ＋ 9 ÷ 1 × 6 ＝ 
3581     7 ＋ (8 ＋ (8 ＋ 2)) ＝ 
3582     2 ＋ 0 － 3 × 0 ＝ 
3583     (2 ＋ 3'1/2) ÷ (6 ÷ 7) ＝ 
3584     (3 ＋ 6) × 7 － 3 ＝ 
3585     8 × (8 × 2 ＋ 7) ＝ 
3586     2'1/2 × 9 × 5 － 2 ＝ 
3587     7 － 0 － (7 － 5) ＝ 
3588     (0 － 4 × 0) × 5 ＝ 
3589     4 ＋ (9 － 8 ＋ 6) ＝ 
3590     5 － (1'1/7 ÷ 3 ＋ 2) ＝ 
3591     3 － (9 － 6) ÷ 6 ＝ 
3592     9 ＋ 9 × (6 × 7) ＝ 
3593     (6 － 5 ＋ 7/10) × 0 ＝ 
3594     4 × (1/3 ＋ (6 ＋ 2)) ＝ 
3595     (1 ÷ 6 ＋ 9) ÷ 7 ＝ 
3596     2 ＋ (1/2 ＋ 7 ＋ 1) ＝ 
3597     (2'1/2 ＋ 0 ÷ 1/5) ÷ 9 ＝ 
3598     1 × (4 ÷ 1 ＋ 8) ＝ 
3599     4 × (8 ÷ 1/6) × 1 ＝ 
3600     9 × 9 × 7/9 － 3/5 ＝ 
3601     0 × 5 × 4 ÷ 7 ＝ 
3602     6 ＋ 9 ＋ 0 － 6 ＝ 
3603     0 × (1 × 9 ＋ 6) ＝ 
3604     5/8 ＋ 8 ＋ (9 ＋ 3/8) ＝ 
3605     7 － (2 ＋ 4 ÷ 8) ＝ 
3606     2 ＋ 6 ＋ 6 ÷ 1'4/5 ＝ 
3607     9 ＋ 6 ＋ (8 ＋ 8) ＝ 
3608     5 － 0 ÷ (1 － 2/3) ＝ 
3609     2/3 × (3/8 ＋ 8 ＋ 4) ＝ 
3610     8 － (0 × 3 ＋ 1) ＝ 
3611     (0 ＋ 7 ÷ 1) × 1 ＝ 
3612     8 ＋ (8 － (6 － 4)) ＝ 
3613     9 ＋ 7 － (5 ＋ 1) ＝ 
3614     5 ＋ 3 ＋ 3 ÷ 5 ＝ 
3615     (0 ＋ 8) ÷ (3 ÷ 1/2) ＝ 
3616     2 － (0 ＋ (1 ＋ 0)) ＝ 
3617     7/8 × 3 ÷ 5 × 8 ＝ 
3618     (2/3 ＋ 3 ＋ 5) × 4/7 ＝ 
3619     3 ÷ (6 × 3'1/3) ÷ 2 ＝ 
3620     5 × 4 － 1'1/4 ÷ 2 ＝ 
3621     (7 ＋ 7 － 2) × 1 ＝ 
3622     1'1/3 × (7 ＋ (0 ＋ 3)) ＝ 
3623     4/5 ＋ 1 － 9 ÷ 8 ＝ 
3624     4 ＋ 7 ＋ (8 ＋ 8) ＝ 
3625     2 ÷ (8 － 3/5) ÷ 5 ＝ 
3626     4 × ((2 ＋ 5) × 2) ＝ 
3627     8 × (6 ＋ 9 × 1) ＝ 
3628     7 ＋ 7 ＋ 7 × 0 ＝ 
3629     5 × (9 ＋ 8 ＋ 3/7) ＝ 
3630     4 × (6 ＋ 7 － 4) ＝ 
3631     7 － 9 × 3 ÷ 4 ＝ 
3632     (9 － 6) × (9 ÷ 8) ＝ 
3633     5 － (2 ＋ 1) － 1/3 ＝ 
3634     (6 ＋ 9) × (1/6 ÷ 1) ＝ 
3635     5 ＋ 5 － 1 ÷ 1/6 ＝ 
3636     4 ÷ 2'1/4 ＋ 3 ＋ 9 ＝ 
3637     6 × (6 ＋ 6 ＋ 7) ＝ 
3638     4 × 5 × (6 × 0) ＝ 
3639     4 ÷ 9 ＋ 5 ÷ 8 ＝ 
3640     4 ÷ 6 ÷ (1 × 4) ＝ 
3641     (2 ＋ 1) ÷ (9 ÷ 8) ＝ 
3642     0 ÷ (7 ＋ 4 － 2) ＝ 
3643     (9 － 1'1/4) × (8 ＋ 8) ＝ 
3644     2 － (5 ＋ 2 － 5) ＝ 
3645     6 ＋ 9 － (6 ＋ 2) ＝ 
3646     (2 × 8 － 9) ÷ 8 ＝ 
3647     (1/7 － 0 ＋ 0) × 2 ＝ 
3648     4 × 1 × (4 ＋ 5) ＝ 
3649     (2 ＋ (6 ＋ 3)) × 9 ＝ 
3650     8 ÷ (2 ＋ 1/5) ＋ 1'4/5 ＝ 
3651     1'1/2 ＋ 2 ÷ 1 － 1 ＝ 
3652     1 ÷ 1 － 6 ÷ 9 ＝ 
3653     5 ＋ 0 － 1 × 3 ＝ 
3654     5 ＋ 1'1/3 ÷ (2 ＋ 8) ＝ 
3655     7 ＋ 6 ＋ 8 ÷ 1/9 ＝ 
3656     1 × (0 ÷ (1 × 1)) ＝ 
3657     9 × 4 － 6 ＋ 4 ＝ 
3658     4'1/2 ＋ 4'1/2 ＋ 2 ÷ 4 ＝ 
3659     6 ÷ 1/3 ÷ (7 ＋ 9) ＝ 
3660     (1 ＋ 4 ＋ 8) ÷ 7 ＝ 
3661     3 － 1 － 3'1/2 ÷ 1'4/5 ＝ 
3662     4 × (1 ＋ 7 × 5/6) ＝ 
3663     8 ＋ 7 ＋ 0 × 6 ＝ 
3664     2 ＋ 8 ＋ 1 ÷ 1 ＝ 
3665     0 × 1'1/2 － 0 ＋ 4/5 ＝ 
3666     (1/5 ＋ 4/5) × (5 ＋ 2) ＝ 
3667     10 ＋ 3/8 ÷ 6 － 6 ＝ 
3668     (1 ＋ 1/10 － 1) ÷ 5 ＝ 
3669     4 ＋ 3/10 － 2 ÷ 6 ＝ 
3670     9 － 5 － (6 － 2) ＝ 
3671     1 ＋ 8 － 3 ÷ 2 ＝ 
3672     8 ÷ (2 ＋ (7 － 1'1/2)) ＝ 
3673     4 － 8 ÷ 9 ＋ 9 ＝ 
3674     8 － 1 ÷ 1 ＋ 1 ＝ 
3675     2 × ((8 － 1'1/2) ÷ 2/9) ＝ 
3676     (8 ＋ 2) × 8 × 0 ＝ 
3677     7 － (6 － 3) ＋ 5 ＝ 
3678     3 ＋ (1'1/3 － 1'1/7) × 1 ＝ 
3679     8 ＋ 7 × 7 ÷ 3 ＝ 
3680     (6 － 6) ÷ 1 ÷ 2 ＝ 
3681     (5 ＋ 1/7) ÷ (1 ＋ 3) ＝ 
3682     8 ＋ 9 × (1 ÷ 3) ＝ 
3683     2 ÷ ((9 ＋ 3) ÷ 9) ＝ 
3684     9 ÷ (2 × (4 － 2)) ＝ 
3685     3 ＋ (0 ＋ 5 × 6) ＝ 
3686     5 － 5 ＋ (1 ＋ 4) ＝ 
3687     1 ÷ 1 ÷ (7 ＋ 5) ＝ 
3688     4 × (5 × 1 ＋ 1) ＝ 
3689     (2 × 2 ＋ 3) × 2 ＝ 
3690     3 ÷ (2 － 1 ＋ 3) ＝ 
3691     0 ÷ 2 ＋ 6 × 2 ＝ 
3692     6 ÷ (9 ÷ 2'1/3) － 1/4 ＝ 
3693     4 ＋ (4 － 2) － 3 ＝ 
3694     (4 ＋ (9 － 7)) × 9 ＝ 
3695     7 － 1'3/7 － 1 ÷ 1'1/2 ＝ 
3696     (2 ＋ 2) × 6 ÷ 5 ＝ 
3697     (2 × 0 ＋ 2) ÷ 2 ＝ 
3698     (5 － 1'3/7) ÷ (8 － 0) ＝ 
3699     5 ＋ 9 ＋ 6 × 2 ＝ 
3700     8 ＋ (2 ＋ 6 × 3) ＝ 
3701     4 × 3'1/3 ＋ 1 ＋ 7 ＝ 
3702     (1 ＋ 1) × (1 － 1) ＝ 
3703     (6 × 7 ＋ 1'1/5) × 6 ＝ 
3704     (1 － 0) × 1 ＋ 5 ＝ 
3705     3 × 5 － 8 × 0 ＝ 
3706     8 － 4 － 8 ÷ 2 ＝ 
3707     7 ÷ (5 ÷ 4 ＋ 1'1/9) ＝ 
3708     9 × 8 × (1 － 1) ＝ 
3709     (2 ＋ (4 ＋ 7)) ÷ 6 ＝ 
3710     3 ＋ (3 ＋ 1 － 0) ＝ 
3711     8 ＋ (9 － 0) ＋ 6 ＝ 
3712     2 ÷ (5 － 2 ÷ 2) ＝ 
3713     6 × 0 ÷ (4 － 3) ＝ 
3714     7 × 2 － 6 ÷ 1'1/3 ＝ 
3715     1 ＋ 5 ＋ 6 － 8 ＝ 
3716     2 ÷ 6 × (7 × 6) ＝ 
3717     9 × 1 × (4 ＋ 9) ＝ 
3718     8 ÷ (6 ÷ 8 ＋ 3) ＝ 
3719     1 ÷ 2 ＋ 6 ÷ 1/2 ＝ 
3720     6 ÷ (9 － 1) ÷ 3 ＝ 
3721     7 ＋ 8 ＋ (4/9 ＋ 1) ＝ 
3722     4 ÷ (1 ＋ 3 × 7) ＝ 
3723     0 ＋ 0 ＋ (1 ＋ 1) ＝ 
3724     (2 － 2/5) × 9 ÷ 9 ＝ 
3725     7/10 × (2 － 1) ÷ 4 ＝ 
3726     7 ÷ (7 － 4'1/2 － 1) ＝ 
3727     (7 ＋ 0) × 1 × 6 ＝ 
3728     9 － (1 ＋ 8 ÷ 3) ＝ 
3729     0 ÷ (8 ＋ 5 × 5) ＝ 
3730     2 × (6 × 1'1/4 ÷ 9) ＝ 
3731     7 － 4 ＋ (6 ＋ 7) ＝ 
3732     2 ÷ 6 ÷ (9 － 0) ＝ 
3733     (9 ÷ 6 ＋ 0) × 9 ＝ 
3734     1 ＋ (3 ＋ 3 ＋ 1) ＝ 
3735     1 × ((4/5 ＋ 3) × 1) ＝ 
3736     6 ÷ (4 － 2) ＋ 4 ＝ 
3737     9 ＋ 2 ＋ 2 ÷ 6 ＝ 
3738     (7 ＋ 4 ＋ 7) ÷ 7 ＝ 
3739     1 ＋ (7 － 1) ÷ 4 ＝ 
3740     (1/4 ＋ 7) × 1 × 2 ＝ 
3741     7 ÷ 1 － (3 － 1'1/3) ＝ 
3742     8 － 7 － 6 ÷ 9 ＝ 
3743     8 － (4 ＋ 1 ÷ 4) ＝ 
3744     7 － 2 × 0 － 1 ＝ 
3745     2 ÷ 7 × (1 × 3) ＝ 
3746     6 ÷ 3 ÷ 1 ÷ 7 ＝ 
3747     6 ＋ 4 ＋ 5 ＋ 2 ＝ 
3748     7 － 1'2/7 ÷ (9 × 7) ＝ 
3749     3 ＋ 1 ＋ (8 ＋ 9) ＝ 
3750     5 ＋ 2 × 2 × 8 ＝ 
3751     4 × 1 ＋ (1'1/2 ＋ 1/10) ＝ 
3752     2 － 7 ÷ (6 ＋ 2) ＝ 
3753     0 × 1 ÷ (5 ÷ 2/5) ＝ 
3754     7 ÷ (1 × (1 ＋ 5)) ＝ 
3755     1 － 1 ＋ (8 － 2) ＝ 
3756     1 ＋ (3 ＋ 2 － 2) ＝ 
3757     1 ＋ 1 － 8 × 0 ＝ 
3758     1'2/5 ＋ (9 － 6 × 0) ＝ 
3759     (8 ＋ (2 ＋ 5)) ÷ 7/10 ＝ 
3760     9 ＋ (5 ＋ 6) ＋ 4 ＝ 
3761     8 － 3 ＋ 2 ＋ 3 ＝ 
3762     8 ＋ 1 ÷ 7 ÷ 2'1/3 ＝ 
3763     5 ÷ (2 ＋ 4 ÷ 5/7) ＝ 
3764     2 × ((5 － 4) × 1) ＝ 
3765     (0 ÷ 2 ＋ 8) × 3 ＝ 
3766     1/2 ÷ 6 × (0 ＋ 4) ＝ 
3767     3 ÷ 1'1/9 × 5 ＋ 7 ＝ 
3768     8 － 1 ÷ 2 ＋ 1 ＝ 
3769     2 ＋ 4 ÷ (8 － 1) ＝ 
3770     2 ÷ 9 × (2 ÷ 2) ＝ 
3771     6 × 1 × 0 ＋ 6 ＝ 
3772     9 ÷ ((4 － 2/3) × 7) ＝ 
