题号    答案           四则运算式子
1301     9'1/5***      2 × (5 － (2/5 － 0)) ＝ 
1302     139'1/2*      9 × (3'1/2 ＋ (5 ＋ 7)) ＝ 
1303     0*******      (2 ＋ 1 × 6) × 0 ＝ 
1304     3'1/14**      3'1/2 － 3 ÷ 7 × 1 ＝ 
1305     35******      (8 ＋ 5) × 3 － 4 ＝ 
1306     1'1/36**      1 ＋ 1/4 ÷ 1 ÷ 9 ＝ 
1307     5*******      1'1/4 ＋ 3 ÷ 4 ＋ 3 ＝ 
1308     56******      (2 － 1) × (7 × 8) ＝ 
1309     21/32***      3/4 × 7 ÷ 8 － 0 ＝ 
1310     2/3*****      2/3 － (6 － (6 － 0)) ＝ 
1311     13'6/7**      9 － 1/7 ＋ (6 － 1) ＝ 
1312     8'1/5***      1/5 ＋ 7 ＋ (4 － 3) ＝ 
1313     2'65/72*      1'1/8 ＋ 8 － 8/9 × 7 ＝ 
1314     1/8*****      1 × 1 ÷ (2 × 4) ＝ 
1315     2/9*****      1'1/3 － (6 ＋ 4) ÷ 9 ＝ 
1316     1/3*****      3/5 ÷ (2 － 1/5 × 1) ＝ 
1317     6'1/6***      1 － 0 ＋ (1/6 ＋ 5) ＝ 
1318     2*******      0 × (8 ＋ 8) ＋ 2 ＝ 
1319     1/12****      1 ÷ 4 － 1 ÷ 6 ＝ 
1320     1'3/7***      2 ÷ 2 ＋ 3 ÷ 7 ＝ 
1321     1'1/2***      1 ÷ 2 × (6 － 3) ＝ 
1322     2'2/9***      2 ÷ 6 ÷ (3/8 ÷ 2'1/2) ＝ 
1323     44******      6 × (1 ÷ 3 ＋ 7) ＝ 
1324     16'8/9**      1'1/9 × 8 ＋ 1'1/3 × 6 ＝ 
1325     5'1/3***      4 ÷ 3 ＋ (5 － 1) ＝ 
1326     117*****      (3 ＋ 6) × (5 ＋ 8) ＝ 
1327     16'3/4**      6 ＋ (6 ＋ (4 ＋ 3/4)) ＝ 
1328     47/60***      1'1/4 － 7 ÷ 3 ÷ 5 ＝ 
1329     11******      8 ＋ (7 ÷ 1 － 4) ＝ 
1330     15******      0 ＋ 4 ＋ (8 ＋ 3) ＝ 
1331     4/7*****      2 × ((1/7 ＋ 1) ÷ 4) ＝ 
1332     19'1/2**      7 － 1/2 ＋ 6 ＋ 7 ＝ 
1333     1/12****      1'1/3 ÷ (4 × (0 ＋ 4)) ＝ 
1334     26'1/4**      (6 － 1) × (6 ÷ 1'1/7) ＝ 
1335     6'13/18*      7 － 5 ÷ 6 ＋ 5/9 ＝ 
1336     1/7*****      1 ÷ 7 － (1 － 1) ＝ 
1337     3*******      0 ＋ (5 ＋ 2 － 4) ＝ 
1338     1/4*****      (2 ÷ 4 － 0) ÷ 2 ＝ 
1339     3*******      3 － 0 × (0 × 2) ＝ 
1340     55/72***      (1'1/9 ＋ 7 － 2) ÷ 8 ＝ 
1341     5'1/4***      2 ＋ (7 ＋ 2'1/4) － 6 ＝ 
1342     3*******      3 ÷ (7 × 0 ＋ 1) ＝ 
1343     1'13/90*      7 ÷ 6 － 1/5 ÷ 9 ＝ 
1344     3'2/3***      (7 ＋ 4) × (1 ÷ 3) ＝ 
1345     3*******      (8 ÷ 1'1/7 － 6) × 3 ＝ 
1346     5'1/2***      1 ＋ 4 × (9 ÷ 8) ＝ 
1347     5'1/2***      9 － (8 － (7 － 2'1/2)) ＝ 
1348     390'6/7*      (6 － 4/7) × 8 × 9 ＝ 
1349     3'7/15**      (1'1/3 × 8 － 2) ÷ 2'1/2 ＝ 
1350     2*******      9 － (7 － (7 － 7)) ＝ 
1351     4'1/2***      1'1/2 ＋ 3 ＋ (2 － 2) ＝ 
1352     7*******      9 ＋ 3 － 2 × 2'1/2 ＝ 
1353     5*******      5 ＋ 7 － (3 ＋ 4) ＝ 
1354     9*******      3 ＋ (2 ＋ (2 ＋ 2)) ＝ 
1355     32******      (7 × 10 － 6) ÷ 2 ＝ 
1356     4*******      5 － (4 － (0 ＋ 3)) ＝ 
1357     60******      2 × ((0 ＋ 6) × 5) ＝ 
1358     9*******      3 × (2 ＋ 9 － 8) ＝ 
1359     2'14/29*      9 ÷ (3 ＋ 1 － 3/8) ＝ 
1360     0*******      5 × ((7 － 5) × 0) ＝ 
1361     0*******      2 × (0 ÷ (2 ＋ 1)) ＝ 
1362     6*******      (5 － 1 × 2) × 2 ＝ 
1363     6'1/2***      5 － 1'1/4 ＋ (2 ＋ 3/4) ＝ 
1364     1'1/49**      1 ÷ (7 × 7) ＋ 1 ＝ 
1365     5/12****      2'1/2 ÷ (6 ＋ (8 － 8)) ＝ 
1366     11/21***      2/3 － 7 ÷ (7 × 7) ＝ 
1367     3'3/8***      (3 ＋ 0) ÷ (8 ÷ 9) ＝ 
1368     7'1/2***      8 ＋ 6 ÷ 6 － 1'1/2 ＝ 
1369     9*******      0 ＋ (8 ＋ (7 － 6)) ＝ 
1370     6*******      6 － 0 ÷ (6 － 3'1/2) ＝ 
1371     68******      8 × (9 － 0 － 1/2) ＝ 
1372     2'2/7***      (2 ＋ 6) ÷ (1/2 ＋ 3) ＝ 
1373     5'1/4***      1 ＋ 8 － (4 － 1/4) ＝ 
1374     8*******      2 × (2 ＋ 2) － 0 ＝ 
1375     0*******      4 － (6 － (0 ＋ 2)) ＝ 
1376     38******      2 × (7 ＋ 5 ＋ 7) ＝ 
1377     3'1/3***      9 － 6 ＋ 1 ÷ 3 ＝ 
1378     11******      (4 ＋ 7) ÷ 1 ÷ 1 ＝ 
1379     7'2/3***      3 ＋ 5 － 1 ÷ 3 ＝ 
1380     1'7/9***      (2 － 2 ÷ 9) × 1 ＝ 
1381     13'1/2**      9 ＋ 2 ＋ 3 ÷ 1'1/5 ＝ 
1382     4'2/3***      1'1/3 × 3 ÷ (6/7 － 0) ＝ 
1383     45******      (5/8 ＋ 5) × (4 × 2) ＝ 
1384     56******      7 × (2 ＋ 6) ÷ 1 ＝ 
1385     2'1/2***      6 － (4 － 4 ÷ 8) ＝ 
1386     5'2/3***      2/3 ＋ (2 ＋ 3 ＋ 0) ＝ 
1387     5*******      5 － 0 × (1'2/3 ＋ 0) ＝ 
1388     2/3*****      (3 ＋ 3) ÷ (5 ＋ 4) ＝ 
1389     3'1/6***      0 ＋ (7 ÷ 6 ＋ 2) ＝ 
1390     8*******      1 ＋ 8 － 2 ＋ 1 ＝ 
1391     36******      (5 ＋ 1) × (0 ＋ 6) ＝ 
1392     7/13****      1 × (7 ÷ (8 ＋ 5)) ＝ 
1393     1'9/11**      2 ÷ (7/10 ÷ 2 ＋ 3/4) ＝ 
1394     10'2/7**      3 × 8 × (3 ÷ 7) ＝ 
1395     7*******      4 ÷ 1 ＋ 6 × 1/2 ＝ 
1396     9/35****      1 ÷ 7 ÷ 5 × 9 ＝ 
1397     4'1/2***      (4 － 3'1/2) × (2 ＋ 7) ＝ 
1398     9'1/6***      8 ＋ 6 ÷ 9 ＋ 1/2 ＝ 
1399     21'1/3**      4 ÷ (3 ÷ (9 ＋ 7)) ＝ 
1400     6'1/11**      6 ＋ 1 ÷ (3 ＋ 8) ＝ 
1401     2/3*****      2 － 2 × 4 ÷ 6 ＝ 
1402     9'8/9***      9 ＋ (1 － 1 ÷ 9) ＝ 
1403     4'1/2***      1/3 × 6 ＋ 2'1/2 ＋ 0 ＝ 
1404     51******      1 ＋ (5 × 9 ＋ 5) ＝ 
1405     9'3/20**      0 ＋ (9 ＋ 1/2 × 3/10) ＝ 
1406     52'1/2**      9 × 5/6 × 7 ÷ 1 ＝ 
1407     4*******      0 × 5 ＋ (4 ＋ 0) ＝ 
1408     4*******      4 × 1 － 0 × 2 ＝ 
1409     6'2/5***      4 ＋ 4 × (3 ÷ 5) ＝ 
1410     4'61/72*      2/9 ＋ (4'1/2 × 1'1/4 － 1) ＝ 
1411     6'1/2***      (4 ÷ 1 ＋ 2'1/2) ÷ 1 ＝ 
1412     56******      8 ＋ 3 × (4 × 4) ＝ 
1413     4*******      1/2 × 4 ＋ (5 － 3) ＝ 
1414     5'19/27*      1'1/6 × (6 － (0 ＋ 1'1/9)) ＝ 
1415     382*****      4 ＋ 6 × (7 × 9) ＝ 
1416     1*******      2 － 1 ＋ 5 × 0 ＝ 
1417     2'1/10**      (5 ＋ 3) ÷ 4 ＋ 1/10 ＝ 
1418     96******      3 × 8 × (2 × 2) ＝ 
1419     13/24***      2'2/3 ＋ 3 － (5 ＋ 1/8) ＝ 
1420     8'2/5***      3 ＋ 2/5 ＋ (2 ＋ 3) ＝ 
1421     0*******      (5 ＋ 6) × 0 ÷ 4 ＝ 
1422     0*******      9 × 0 ÷ (9 ÷ 3) ＝ 
1423     1'11/12*      0 ＋ 1 ＋ (2/3 ＋ 1/4) ＝ 
1424     5*******      (9 ＋ 6) ÷ (7 － 4) ＝ 
1425     5*******      8 － (5 － 5) － 3 ＝ 
1426     40******      (6 － (0 ＋ 1)) × 8 ＝ 
1427     8'13/15*      6 ＋ (3 － 4/5 ÷ 6) ＝ 
1428     4/7*****      (4 ＋ 0) × (1 ÷ 7) ＝ 
1429     8'1/4***      2 ＋ 4 ＋ 9 ÷ 4 ＝ 
1430     7'25/81*      (2 － 1'1/9) × (8 ＋ 2/9) ＝ 
1431     4'1/2***      3 × 1 ÷ 4 × 6 ＝ 
1432     14'37/40      7 ＋ 8 － 3/5 ÷ 8 ＝ 
1433     13'2/5**      2/5 ＋ (5 － 2/3) × 3 ＝ 
1434     4*******      9 × (8 ÷ (6 × 3)) ＝ 
1435     5'19/36*      5/8 ＋ (5 － 7/9 ÷ 8) ＝ 
1436     4/15****      1 ÷ ((4 ＋ 1) × 3/4) ＝ 
1437     4*******      (0 ＋ 1 ÷ 1) × 4 ＝ 
1438     2*******      3 － 2 － 0 ＋ 1 ＝ 
1439     6'1/9***      0 ＋ 1 × 7 － 8/9 ＝ 
1440     69'1/2**      4'1/2 ＋ 5 × (10 ＋ 3) ＝ 
1441     35/36***      2/9 × (5 × (1 － 1/8)) ＝ 
1442     2/3*****      2/3 × (5 － (1 ＋ 3)) ＝ 
1443     40'1/2**      1 ÷ 2 ＋ 8 × 5 ＝ 
1444     19******      3 ＋ (3 ＋ 6) ＋ 7 ＝ 
1445     7/9*****      (2 ＋ 5) ÷ (6 ＋ 3) ＝ 
1446     225*****      3 × 5 × 5 × 3 ＝ 
1447     3*******      4 － 2 × 2 ＋ 3 ＝ 
1448     6/85****      2/5 ÷ (2/3 ＋ 3 ＋ 2) ＝ 
1449     2'1/4***      (3/4 － 0 × 1'1/2) × 3 ＝ 
1450     18******      4'1/2 × (4 － 0) － 0 ＝ 
1451     280'3/7*      5 × (8 × 7) ＋ 3/7 ＝ 
1452     7/16****      1'3/4 ÷ (4 ＋ (8 － 8)) ＝ 
1453     6*******      (5 ＋ 1 ＋ 0) × 1 ＝ 
1454     1'1/8***      (1 × 2 ＋ 1) × 3/8 ＝ 
1455     2*******      6 ＋ 3 － (5 ＋ 2) ＝ 
1456     1/36****      1/3 ÷ (4 ＋ 7 ＋ 1) ＝ 
1457     1/6*****      (9 － 7) ÷ (3 × 4) ＝ 
1458     0*******      2 × 0 ÷ (2'1/2 ＋ 1/2) ＝ 
1459     6'1/12**      4 ＋ (6 ÷ 8 ＋ 1'1/3) ＝ 
1460     7'2/3***      7 ＋ (0 ＋ 2/3 ÷ 1) ＝ 
1461     3*******      3 × (1 ＋ 1) － 3 ＝ 
1462     10'1/2**      7 － 2 ＋ (1/2 ＋ 5) ＝ 
1463     3'1/9***      1 ÷ 9 × 7 × 4 ＝ 
1464     9'4/9***      9 ＋ (8 － 4) ÷ 9 ＝ 
1465     13******      4 ÷ (1 ÷ 2) ＋ 5 ＝ 
1466     9/11****      9 ÷ (9 ＋ 2) ÷ 1 ＝ 
1467     5*******      7 － (5 ＋ 2) ＋ 5 ＝ 
1468     1'1/6***      1/6 ＋ 2 × (4 ÷ 8) ＝ 
1469     14'8/9**      (7 － 1/9 ＋ 8) ÷ 1 ＝ 
1470     6*******      7 ＋ 1 － 6 ＋ 4 ＝ 
1471     9'1/3***      1 × (8 × 7 ÷ 6) ＝ 
1472     8'2/3***      5 × (4 ÷ 3) ＋ 2 ＝ 
1473     112*****      8 × (4 ＋ 4 ＋ 6) ＝ 
1474     62'1/2**      5 × (1/2 ＋ (3 ＋ 9)) ＝ 
1475     7'3/5***      6 ÷ 10 ＋ (8 － 1) ＝ 
1476     2'2/5***      2/3 × (8 － 2/5 － 4) ＝ 
1477     19******      9 ＋ 4 ＋ 4 ＋ 2 ＝ 
1478     3*******      4 ＋ (1 － 0) － 2 ＝ 
1479     41'1/3**      (5 ＋ 1/6) × (4 ＋ 4) ＝ 
1480     6'9/10**      7 － 1 ＋ 3/5 ÷ 2/3 ＝ 
1481     2'2/35**      1'1/5 ＋ 5 － 1'1/7 － 3 ＝ 
1482     34'1/2**      1'1/2 ＋ (9 ＋ 2) × 3 ＝ 
1483     1'1/2***      3 ÷ (9 ÷ 9 ＋ 1) ＝ 
1484     16'1/5**      (4 － 3) × (9 × 1'4/5) ＝ 
1485     3'1/5***      (8 － 1'3/5) ÷ (2 － 0) ＝ 
1486     8'1/7***      1 ＋ (7 － 6/7) ＋ 1 ＝ 
1487     12'6/7**      6 ＋ (6 ＋ 6/7) ÷ 1 ＝ 
1488     72******      (9 － 6) × (4 × 6) ＝ 
1489     7'26/35*      (5 － 1/7) ÷ 5/9 － 1 ＝ 
1490     5'2/7***      7 － 6 ÷ (7 ÷ 2) ＝ 
1491     138*****      6 × (3 × 6 ＋ 5) ＝ 
1492     0*******      0 － 0 × (3 － 1) ＝ 
1493     3*******      8 － 5 ＋ (3 － 3) ＝ 
1494     3'1/3***      5 ÷ 2 ＋ 1'1/3 ÷ 1'3/5 ＝ 
1495     5/9*****      6 ÷ (9 × (6 ÷ 5)) ＝ 
1496     6'3/7***      (6 － 2 － 3/7) ÷ 5/9 ＝ 
1497     8*******      5 ＋ (0 ＋ (9 － 6)) ＝ 
1498     11******      6 ＋ (9 － 1 － 3) ＝ 
1499     2*******      3 ＋ 8 － 3 － 6 ＝ 
1500     11******      5 ＋ 5 ＋ 2 ÷ 2 ＝ 
1501     9'1/7***      5 ＋ (5 － 2 ÷ 2'1/3) ＝ 
1502     10******      7 × 2 － 1 － 3 ＝ 
1503     1/4*****      2 × 1/4 ÷ (2 － 0) ＝ 
1504     60******      (1 × 6 ＋ 6) × 5 ＝ 
1505     16******      7 ＋ (8 － 0 ＋ 1) ＝ 
1506     4*******      4 × 1/3 × (1 ＋ 2) ＝ 
1507     7'2/7***      (9 ＋ 5/7) ÷ 8 × 6 ＝ 
1508     19******      10 ＋ 2 ＋ 7 ＋ 0 ＝ 
1509     8*******      4 － 0 － 3 ＋ 7 ＝ 
1510     11'7/8**      7 ÷ 8 ＋ (2 ＋ 9) ＝ 
1511     3*******      3 × (1 ÷ 1) － 0 ＝ 
1512     0*******      (2/3 ＋ 2'1/2) × (0 × 0) ＝ 
1513     5'5/21**      5 ÷ 7 ÷ 3 ＋ 5 ＝ 
1514     0*******      7 × 0 × (9 × 3/10) ＝ 
1515     3*******      5 － 3 × (2/3 － 0) ＝ 
1516     20******      (6 － 0 － 2) × 5 ＝ 
1517     1'2/7***      4 ÷ (5 ＋ 2) ÷ 4/9 ＝ 
1518     56******      7 × (3 ＋ 5) ＋ 0 ＝ 
1519     52'1/5**      3 × (9 ＋ (9 － 3/5)) ＝ 
1520     2'11/20*      (6 ÷ 5 ＋ 9) × 1/4 ＝ 
1521     3'3/4***      6 － (0 ＋ 3 ÷ 1'1/3) ＝ 
1522     9'2/3***      6 ÷ (1 × 9) ＋ 9 ＝ 
1523     1'9/16**      (6 ＋ 4) × 5/8 ÷ 4 ＝ 
1524     10******      5 ＋ 1 ＋ (4 － 0) ＝ 
1525     16'1/9**      8 × 1 ＋ (8 ＋ 1/9) ＝ 
1526     7'1/2***      6 ＋ 2 ＋ 2 － 2'1/2 ＝ 
1527     0*******      (2 － 1 － 1) × 1'1/6 ＝ 
1528     2'14/29*      9 × 2 ÷ (1/4 ＋ 7) ＝ 
1529     2'1/2***      7 ÷ 7 ÷ 1/10 ÷ 4 ＝ 
1530     1'11/24*      1 ＋ (1 ＋ 2'2/3) ÷ 8 ＝ 
1531     3/56****      1'1/2 ÷ 4 ÷ 7 － 0 ＝ 
1532     5*******      0 × 1/2 × 1 ＋ 5 ＝ 
1533     18'1/2**      7 ＋ 6 ＋ 6 － 1/2 ＝ 
1534     15/16***      9 ÷ (8 ÷ 5 × 6) ＝ 
1535     11******      (6/7 ＋ 7) × (7 ÷ 5) ＝ 
1536     1/9*****      2 ÷ 2 ÷ 1 ÷ 9 ＝ 
1537     27******      1 ＋ 4 × 6 ＋ 2 ＝ 
1538     2/3*****      2 － (1 × 3 － 1'2/3) ＝ 
1539     28******      7 ÷ (1 ÷ (5 － 1)) ＝ 
1540     22******      8 ＋ 3 ＋ (8 ＋ 3) ＝ 
1541     1/7*****      1 × 2 ÷ (7 ＋ 7) ＝ 
1542     2'3/8***      5 ÷ 2/3 － 4 － 1'1/8 ＝ 
1543     10******      8 ＋ 1/3 × (5 ＋ 1) ＝ 
1544     1/12****      3 ÷ (7 － 1) ÷ 6 ＝ 
1545     11'1/2**      9 × 1'1/2 ＋ 3 － 5 ＝ 
1546     1'1/3***      2 ÷ 3 ＋ (4 － 3'1/3) ＝ 
1547     1*******      0 ＋ 1 ÷ (6 － 5) ＝ 
1548     6*******      5 ＋ 2 － (3 － 2) ＝ 
1549     6'1/2***      8 － 0 － 3 ÷ 2 ＝ 
1550     6*******      8 － 0 － (8 － 6) ＝ 
1551     1'19/45*      4 × (4 × (4/9 ÷ 5)) ＝ 
1552     1'1/10**      (7 ＋ 4) ÷ (1 ＋ 9) ＝ 
1553     13******      8 ÷ (1 － 0) ＋ 5 ＝ 
1554     21******      (9 ＋ 5) × (9 ÷ 6) ＝ 
1555     1'1/26**      1/2 ＋ 1 ÷ (1 ＋ 6/7) ＝ 
1556     0*******      0 × (9 × (1 － 1)) ＝ 
1557     1/9*****      0 ÷ 1 ＋ 1 ÷ 9 ＝ 
1558     2*******      (5 － 1) ÷ (4 － 2) ＝ 
1559     11'1/4**      9 × 1'1/4 ＋ 0 × 5 ＝ 
1560     76'1/4**      2 × (7 ＋ 5/8) × 5 ＝ 
1561     2'1/2***      3 ÷ 6 ＋ 6 － 4 ＝ 
1562     8'1/2***      (1 ＋ 4) × 2'1/2 － 4 ＝ 
1563     5*******      7 ÷ 2 ＋ 3 ÷ 2 ＝ 
1564     96'6/7**      (8 ＋ 9 － 6/7) × 6 ＝ 
1565     50******      6 × (8 ＋ 1) － 4 ＝ 
1566     18******      (0 ＋ 8) ÷ (4 ÷ 9) ＝ 
1567     3'4/15**      7 ÷ (1'1/7 ＋ 1 － 0) ＝ 
1568     5*******      (7 － 2 ＋ 0) ÷ 1 ＝ 
1569     3*******      6 × 7 ÷ (8 ＋ 6) ＝ 
1570     16******      9 ＋ 4 ＋ 4 － 1 ＝ 
1571     4/9*****      1'1/3 × 1 ÷ (5 － 2) ＝ 
1572     10******      7 ＋ 7 － (1 ＋ 3) ＝ 
1573     3*******      8 － 1 ÷ (1 ÷ 5) ＝ 
1574     18'1/2**      9 × 1/2 ＋ 5 ＋ 9 ＝ 
1575     18******      (2 ＋ 4) ÷ (2 ÷ 6) ＝ 
1576     33******      1 ＋ 8 ＋ 4 × 6 ＝ 
1577     2'2/9***      2 × (1 ÷ 9 ＋ 1) ＝ 
1578     15******      6 ＋ 7 ＋ (1'4/5 ＋ 1/5) ＝ 
1579     30******      (6 ＋ 0) × (1 ＋ 4) ＝ 
1580     5'1/6***      4 ＋ 0 ＋ (1'1/6 ＋ 0) ＝ 
1581     1'1/3***      4 ÷ 4 ＋ 1 ÷ 3 ＝ 
1582     3'4/15**      (2 ÷ 2 ＋ 1'4/5) ÷ 6/7 ＝ 
1583     9'1/3***      (2 ＋ 2) × (4 － 1'2/3) ＝ 
1584     12'2/5**      4 ＋ 7 ÷ (5 ÷ 6) ＝ 
1585     2'8/9***      6 × (4/9 ÷ 3) ＋ 2 ＝ 
1586     3/37****      0 ＋ 1 ÷ (9 ＋ 3'1/3) ＝ 
1587     1/3*****      1 × (9 ÷ 9 ÷ 3) ＝ 
1588     11'3/4**      7 ÷ 4 ＋ (7 ＋ 3) ＝ 
1589     36******      3 ÷ (3/4 ÷ 9) ＋ 0 ＝ 
1590     5/7*****      2'1/2 ÷ (5 － (2 － 1/2)) ＝ 
1591     3'3/7***      8 × 1 ÷ (7 ÷ 3) ＝ 
1592     48******      5 × (6 ＋ 4) － 2 ＝ 
1593     76******      8 ＋ (9 ＋ 8) × 4 ＝ 
1594     2'9/10**      (4 ＋ 7/10 ＋ 4) ÷ 3 ＝ 
1595     7'2/9***      8 × (1 × 1) － 7/9 ＝ 
1596     4'1/2***      0 ＋ (2 ＋ (5 － 2'1/2)) ＝ 
1597     3'1/2***      1/4 ＋ (4 － 2 ＋ 1'1/4) ＝ 
1598     1'4/5***      1 ＋ 1/5 ÷ (2 ÷ 8) ＝ 
1599     2'2/5***      2 ÷ 5 ÷ (1/2 ÷ 3) ＝ 
1600     69'1/3**      8 × (2/3 ＋ 2 × 4) ＝ 
1601     2*******      (7 ＋ 2 ÷ 1) ÷ 4'1/2 ＝ 
1602     12******      (7 － 3) ÷ 3 × 9 ＝ 
1603     0*******      0 × 1/9 × (4 ＋ 9) ＝ 
1604     3/40****      (7 － 4) ÷ (8 × 5) ＝ 
1605     15'3/4**      8 ＋ (7 ＋ 3 ÷ 4) ＝ 
1606     35******      1'1/4 × ((0 ＋ 4) × 7) ＝ 
1607     33'1/3**      (6 ＋ 4) ÷ (7/10 ÷ 2'1/3) ＝ 
1608     6'27/40*      1'1/2 × (3 ＋ 1/5 ＋ 1'1/4) ＝ 
1609     11******      8 － 6 ＋ (8 ＋ 1) ＝ 
1610     6/25****      1 ÷ (5 － 5 ÷ 6) ＝ 
1611     10******      5 ÷ 5 ＋ 9 × 1 ＝ 
1612     2'2/7***      8 × (0 ＋ 2/7) ＋ 0 ＝ 
1613     14'9/10*      5 ＋ (9 ＋ 1'1/2 × 3/5) ＝ 
1614     15******      5 ÷ (1/6 × (4 － 2)) ＝ 
1615     1/8*****      1 ÷ (1 × (7 ＋ 1)) ＝ 
1616     162*****      (3 ＋ 6) × 3 × 6 ＝ 
1617     21******      (7 ＋ 7) ÷ 1 ＋ 7 ＝ 
1618     0*******      0 × (1 ÷ 4 ＋ 9) ＝ 
1619     70******      5 × (9 ＋ (1 ＋ 4)) ＝ 
1620     78******      8 × 8 ＋ 7 × 2 ＝ 
1621     2*******      5 × 1 － 9 ÷ 3 ＝ 
1622     10'6/7**      5 ＋ 5 ＋ 6 ÷ 7 ＝ 
1623     3'1/5***      2 × (5 － 1/5) ÷ 3 ＝ 
1624     5'1/3***      6 － (6 － 1'1/3) ＋ 4 ＝ 
1625     1'1/6***      (0 ＋ 9 － 2) ÷ 6 ＝ 
1626     6'4/5***      6 ÷ 6 ＋ (6 － 1/5) ＝ 
1627     4'5/7***      6 － 1 × (9 ÷ 7) ＝ 
1628     26******      1 ＋ (4 × 7 － 3) ＝ 
1629     7*******      8 － 4 ＋ (5 － 2) ＝ 
1630     16******      8 × 9 × 1/3 × 2/3 ＝ 
1631     86'2/5**      (8 ÷ 5 ＋ 8) × 9 ＝ 
1632     6'3/7***      3/7 ＋ (7 ＋ 6) － 7 ＝ 
1633     4*******      5 ＋ 3 － 2 － 2 ＝ 
1634     2'1/6***      1/3 ÷ (2 ÷ (4 ＋ 9)) ＝ 
1635     4'3/8***      5 × (7 ÷ (2 ÷ 1/4)) ＝ 
1636     1'1/56**      1 ＋ 1/8 ÷ (9 － 2) ＝ 
1637     4*******      8 × (7 － 6) ÷ 2 ＝ 
1638     1'1/5***      1'2/5 × ((7 － 1) ÷ 7) ＝ 
1639     27******      (3 ＋ 9) × (9 ÷ 4) ＝ 
1640     20/29***      (1'2/3 ＋ 5) ÷ (2/3 ＋ 9) ＝ 
1641     8'2/9***      8 ÷ 1 ＋ 2 ÷ 9 ＝ 
1642     1*******      7 ÷ (7 × 2) × 2 ＝ 
1643     112*****      (5 ＋ 3) × (6 ＋ 8) ＝ 
1644     9'3/4***      7 ＋ (5 ＋ 6) ÷ 4 ＝ 
1645     1/6*****      (1'1/3 － 1/2) × 1 ÷ 5 ＝ 
1646     3/8*****      6 ÷ (2 － 0) ÷ 8 ＝ 
1647     1'1/15**      4/5 ÷ 6 × 8 ＋ 0 ＝ 
1648     1/7*****      1 ÷ 7 × 4 － 3/7 ＝ 
1649     7'2/25**      9 ÷ (5 ÷ 3/5) ＋ 6 ＝ 
1650     6'1/8***      6 ＋ 1 ÷ (8 － 0) ＝ 
1651     2*******      1 × (6 ＋ 3) － 7 ＝ 
1652     9'7/20**      2 × 7/10 ÷ 4 ＋ 9 ＝ 
1653     2'11/12*      3 － 2 ÷ 3 ÷ 8 ＝ 
1654     7'7/9***      1 ÷ 9 × 7 ＋ 7 ＝ 
1655     3'31/90*      3 ＋ (4 － 9/10) ÷ 9 ＝ 
1656     1/6*****      (0 ＋ 1'1/3) ÷ (2 × 4) ＝ 
1657     1'2/3***      8 － 1 － 1/3 － 5 ＝ 
1658     14******      (7 － 3 ＋ 3) × 2 ＝ 
1659     78******      (9 ＋ 0) × 9 － 3 ＝ 
1660     0*******      (5/9 ＋ 9) × (1 － 1) ＝ 
1661     3/8*****      6 ÷ (9 － 1) ÷ 2 ＝ 
1662     39******      3 ＋ 9 × 8 ÷ 2 ＝ 
1663     1'6/7***      8 － 2 － (3 ＋ 1'1/7) ＝ 
1664     3*******      (5 － 2) ÷ (5 － 4) ＝ 
1665     1/10****      1/2 ÷ (4 ＋ (7 － 6)) ＝ 
1666     124'4/5*      (7 ＋ 9) × (6 ＋ 1'4/5) ＝ 
1667     9*******      (0 ＋ 5 ＋ 4) × 1 ＝ 
1668     1'1/5***      6 ÷ 5 × 1/4 × 4 ＝ 
1669     5/11****      (3 － 0) ÷ (1'3/5 ＋ 5) ＝ 
1670     8*******      7 ＋ 3 × (2 ÷ 6) ＝ 
1671     191*****      9 × 3 × 7 ＋ 2 ＝ 
1672     20******      8 ＋ (7 ＋ 3) ＋ 2 ＝ 
1673     5*******      9 － 2 ＋ 1 － 3 ＝ 
1674     2'3/10**      6 － 3 － 1 ＋ 3/10 ＝ 
1675     7*******      0 ÷ 1 ÷ 3 ＋ 7 ＝ 
1676     5'1/7***      9 × 1/7 × (4 － 0) ＝ 
1677     2'1/2***      (4 － 1'1/2) × (5 － 4) ＝ 
1678     17'1/3**      0 ＋ (7 ＋ 8 ＋ 2'1/3) ＝ 
1679     21'1/3**      1/5 ÷ 3/5 ＋ 3 × 7 ＝ 
1680     11******      (0 ＋ 2) ÷ 2/5 ＋ 6 ＝ 
1681     0*******      0 ÷ ((1 － 3/5) ÷ 9) ＝ 
1682     7'2/7***      6 ＋ 9 ÷ (1 × 7) ＝ 
1683     1*******      2 ＋ (1 ＋ 3) － 5 ＝ 
1684     3'2/7***      3 ＋ 2 ÷ (6 ＋ 1) ＝ 
1685     1*******      (1 － 0) × (4 ÷ 4) ＝ 
1686     14'3/4**      6 ＋ 7 ＋ 7 ÷ 4 ＝ 
1687     2'1/8***      9 ÷ (9 － 1) ＋ 1 ＝ 
1688     2/15****      (9 ÷ 5 － 1) ÷ 6 ＝ 
1689     2*******      (6 ＋ 8) ÷ (1 ＋ 6) ＝ 
1690     7'1/6***      1/6 ＋ 3 ＋ 0 ＋ 4 ＝ 
1691     3'3/7***      3 ÷ (1'2/5 ÷ 3) － 3 ＝ 
1692     95'5/8**      (1/4 ＋ 7 × 3) × 4'1/2 ＝ 
